Namespace,Key,英文原文,原版中文（官方zh）,AI翻译,DeepSeek参考,翻译状态,生效预估（AI预估，仅供参考）
（根命名空间）,41685F8A4BE24579851EFC92E3C992CD,"- Research window updates
- Final mission of Tutorial 1 changed to gather cobalt
- Renamed ""Duck Area"" location to ""Objective Area""
- Adjusted station-marker visibility (shown for selected possessable stations)
- Added Slant and Cleft node to research tree
- Adjusted research and RP cost for Slant and Cleft node
- TradeShip now holds position in dock if undocking path is blocked
- Commander build-socket icon tweak, updated outline material for Sell-Storage state
- Balance update for research costs and required ranks for objects
- Increased Rank XP requirements for RankUps
- Commander thruster mesh visual updates
- Bar-color updates
- Introductory text added for The Void
- Build-mode widget position adjustments, heat-bar visual tweaks, The Void camera transform updated
- Simplified HangraShip widget
- Demo lighting update
- Random colonist names
- Updated explosions for T1 Solar and Radiator
- Reworked warning prompts
- Main menu updates",,,"- 研究窗口更新
- 教程1的最终任务改为收集钴
- 将「鸭区」地点重命名为「目标区域」
- 调整了空间站标记的可见性（为可被占据的空间站显示）
- 在研究树中添加了倾斜和裂隙节点
- 调整了倾斜和裂隙节点的研究及RP成本
- 贸易船现在若离港路径受阻，将在停泊位保持位置
- 指挥官建造槽图标微调，更新了售出存储状态的轮廓材质
- 研究成本与对象所需等级平衡性更新
- 提高了升级所需的等级经验值要求
- 指挥官推进器网格视觉更新
- 状态条颜色更新
- 为「虚空」添加了介绍性文字
- 建造模式控件位置调整，热量条视觉微调，虚空摄像机变换更新
- 简化了Hangra船控件
- 演示版光照更新
- 随机殖民者姓名
- 更新了T1太阳能和散热器的爆炸效果
- 重做了警告提示
- 主菜单更新",未翻译,—（未翻译）
（根命名空间）,41FAF76845FB4BC659D5089E8EBCDAB2,Build Weapon Modules,,建造武器模块,建造武器模块,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,420D170446EECAAEAF265F9CEE25ACAE,Thank you for sending us your feedback!,,感谢您向我们发送反馈！,感谢你发送反馈！,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,433DB9E8402DB186238AB9B96E8304B1,Command Stations ,指挥站点 ,,指挥站,原版已有,✅ 已生效（原版支持）
（根命名空间）,4488752544F335663DBC6D9E97F89021,Salvage Space Junk,,回收太空垃圾,打捞太空垃圾,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,459BFA1B43324A19D9ECDF9D0B675D48,Start the game.,开始游戏。,,开始游戏。,原版已有,✅ 已生效（原版支持）
（根命名空间）,45E7E998462DB0D1CEAE259408CD5581,ROOKIE PROTECTOR,新锐军械师,,新兵防护者,原版已有,✅ 已生效（原版支持）
（根命名空间）,4757AA814E4D0CCF5EE8DC93905B674A,Basic angled connector.,基础转角连接器。,,基础角型连接件。,原版已有,✅ 已生效（原版支持）
（根命名空间）,482A5CCD4A4EE30BFB837F9AAC4FA610,Salvage Space Junk,,回收太空垃圾,打捞太空垃圾,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,4923A2DC4502AD13737200BA9FCE7B27,Salvage Space Junk,,回收太空垃圾,打捞太空垃圾,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,499E011F47EF9601BCFDCC9549DED33C,Confirm operation,确认操作,,确认操作,原版已有,✅ 已生效（原版支持）
（根命名空间）,4A2E92F7426C37BF0CB3249C83F1E33D,Yaw Right,向右偏航,,向右偏航,原版已有,✅ 已生效（原版支持）
（根命名空间）,4AC12D244EF988C663263E802ED45C91,"- All objectives now show rewards
- The camera angle cannot be changed during cutscenes
- After loading, NPC trade no longer updates DEPOSIT mission objectives
- Fixed thruster issue: thrusters now load with the latest configuration and selected thrust
- Fixed the hulk node blueprint floating away bug
- Trade packages and docked chunks are no longer logged as being destroyed
- NPC Stations now consume H2O
- Stopped the scan button from appearing if the only radar module is a hulk node
- The Highlight Widget is now hidden once its objective is complete
- The game now unpauses on map transition
- Blocked players from changing cameras when selecting jettison points
- Blocked players from enabling slow mode during sequences
- Blocked players from toggling Navigation Gimbal in the menus
- Blocked players from toggling Perspective Helper in the menus
- Fixed resources being blasted away when multiple lasers mine the same asteroid spot
- Asteroid scaling/movement now updates chunk spawn points and the mining progress widget
- Fixed trade routes that closed too early
- Save files now deleted by name instead of slot index (autosave issue fix)
- Fixed colonist shuttle exhaust particles not displaying properly
- Dock and merge operation now correctly trigger objectives (e.g., water hauler mission)
- Fixed crash when deleting Craft Under Construction before factory process started
- Targeted enemies now display the correct highlight
- Hover/unhover triggers for all navigation points except frigates' navPoint
- Fixed point-in-space naming issues
- Fixed housed/occupied colonist count
- Additional potential fixes for memory leaks and triple monitor/DLSS crashes
- Disabled damage on collision with chunks",,"- 所有目标现在都显示奖励
- 过场动画期间无法改变镜头角度
- 加载后，NPC交易不再更新DEPOSIT任务目标
- 修复推进器问题：推进器现在加载最新配置和选定的推力
- 修复残骸节点蓝图飘走的bug
- 交易货物和对接的组件不再被记录为已摧毁
- NPC空间站现在消耗H2O
- 如果唯一的雷达模块是残骸节点，不再显示扫描按钮
- 目标完成后高亮组件现在会隐藏
- 地图切换时游戏现在会解除暂停
- 阻止玩家在选择抛弃点时切换镜头
- 阻止玩家在序列期间启用慢速模式
- 阻止玩家在菜单中切换导航万向节
- 阻止玩家在菜单中切换透视辅助
- 修复多个激光开采同一小行星点时资源被炸飞的问题
- 小行星缩放/移动现在会更新组件生成点和采矿进度组件
- 修复过早关闭的贸易路线
- 存档现在按名称而非槽位索引删除（自动保存问题修复）
- 修复殖民者穿梭机尾焰粒子显示不正常的问题
- 对接和合并操作现在正确触发目标（例如，水运输任务）
- 修复在工厂流程开始前删除正在建造的飞船时的崩溃
- 锁定的敌人现在显示正确的高亮
- 除护卫舰的导航点外，所有导航点的悬停/取消悬停触发
- 修复空间点命名问题
- 修复已收容/已占用殖民者计数
- 针对内存泄漏和三显示器/DLSS崩溃的额外潜在修复
- 禁用与组件碰撞时的伤害","- 所有目标现在都会显示奖励
- 过场动画期间无法更改视角
- 加载后，NPC贸易不再更新「存放」任务目标
- 修复推进器问题：推进器现在会加载最新配置和选定推力
- 修复残骸节点蓝图飘走的问题
- 交易包裹和停靠模块不再被记录为已摧毁
- NPC空间站现在会消耗水
- 如果唯一雷达模块是残骸节点，扫描按钮不再出现
- 目标完成后，高亮控件现在会隐藏
- 地图转换时游戏现在会取消暂停
- 禁止玩家在选择抛射点时切换视角
- 禁止玩家在事件序列中启用慢速模式
- 禁止玩家在菜单中切换「导航常平架」
- 禁止玩家在菜单中切换「透视辅助」
- 修复多激光同时开采同一小行星点时资源被炸飞的问题
- 小行星缩放/移动现在会更新碎片生成点和开采进度控件
- 修复过早关闭的贸易路线
- 保存文件现按名称删除，而非按槽位索引（修复自动保存问题）
- 修复殖民者穿梭机尾气粒子显示异常的问题
- 停靠与合并操作现在会正确触发目标（例如运水任务）
- 修复在工厂流程开始前删除「在建飞船」导致的崩溃
- 锁定的敌人现在显示正确的标记
- 除护卫舰导航点外，所有导航点都添加了悬停/移开触发器
- 修复空间点命名问题
- 修复已安置/已入住殖民者计数
- 针对内存泄漏和三联屏/DLSS崩溃的额外潜在修复
- 禁用与碎片的碰撞伤害",AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,4B545ED14CDE2F000BC5CC8D367B7203,ROOKIE EXPANDER,新锐扩建师,,新兵拓展者,原版已有,✅ 已生效（原版支持）
（根命名空间）,4B7EF9254D4D0EAD3F3B15A6155BCAAE,Cycle Engineers,,切换工程师,轮换工程师,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,4D2B4F2D4F64663F4BF312BCF39301C4,Salvage Space Junk,,回收太空垃圾,打捞太空垃圾,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,4D56501A4C9F351AF0208EAF496D40CE,Toggle Thruster Group 2,切换第 2 推进器组,,切换第二推进器组,原版已有,✅ 已生效（原版支持）
（根命名空间）,4F6C660B47E379694D2B9692AFD32D1F,ROOKIE COBALT SALVAGE,新锐钴矿回收工,,新手 钴冰打捞物,原版已有,✅ 已生效（原版支持）
（根命名空间）,4FA1A5B148948240D51DF98B4A254354,MASTER ICE SALVAGE,冰矿回收专家,,大师 冰矿打捞物,原版已有,✅ 已生效（原版支持）
（根命名空间）,514584A74255971272B6448C087B358A,Energy,能源,,能量,原版已有,✅ 已生效（原版支持）
（根命名空间）,5165B2D041A1A3CBCA1C9F957916274B,MASTER SILICATE SALVAGE,硅酸盐回收专家,,大师 硅酸盐打捞物,原版已有,✅ 已生效（原版支持）
（根命名空间）,51B0DA0844EBE97A74D99392D06C921D,"Link gates are used to travel and transport your fleet between sectors. They come in different sizes to accommodate various loads and needs, are expensive to build, and can generate a lot of heat.",,连接门用于在星区间传送和运输舰队。它们有不同的尺寸以适应各种载重和需求，建造成本高昂，并且会产生大量热量。,星门用于在星区间旅行和运输你的舰队。它们有不同尺寸以适应各种载荷和需求，建造成本高昂且会产生大量热量。,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,54A891EA4F51E536A919499BD0143771,MASTER THORIUM MINER,钍矿挖掘专家,,大师 钍矿矿工,原版已有,✅ 已生效（原版支持）
（根命名空间）,54DD0129441C88C32EAD76AD5FE64339,"- Added Campaign, Sandbox, and Survival modes
- Added Upkeep mechanic for water (colonists now steadily consume water; lack of water results in death)
- Added Colonists tab to relevant context menus
- Updated Overview panel — new ""Comms"" tab showing message history
- Reworked Operations Interface
- Dialogue missions can now be discoverable
- Added ""Save and Load Station"" objective type
- Tutorial 2 ""Construct Solar Wing"" side-mission chain updates
- Low-water warning icon added
- Show Sell-Storage price when hovering the button
- Added mission to merge the Refinery Station in The Great Spill
- More unique hail messages
- Updated Main Menu map
- Water Upkeep logic improvements
- Added ""Transfer Colonists Between Habitats"" button in the object's Operations context window
- Added occupied/housed colonists tab in the object's Operations context window
- Added locked-storage indicator to the Storage Manager",,,"- 新增战役、沙盒和生存模式
- 针对水的维护机制（殖民者如今持续消耗水；缺水将导致死亡）
- 在相关上下文菜单中新增「殖民者」标签
- 更新总览面板 — 新增显示消息历史的「通讯」标签
- 重制操作界面
- 对话任务现可在探索中发现
- 新增「保存并装载空间站」任务目标
- 教程2「建造太阳能翼」支线任务链更新
- 新增低水量警告图标
- 悬停在按钮上时显示储物售出价格
- 新增任务：在大泄漏事件中合并精炼站
- 更多独特的呼叫消息
- 更新主菜单地图
- 水维护逻辑改进
- 在对象的操作上下文窗口中新增「在栖息地间转运殖民者」按钮
- 在对象的操作上下文窗口中新增已占用/已安置殖民者标签
- 为存储管理器新增存储锁定指示器",未翻译,—（未翻译）
（根命名空间）,552CB3C140D258C582FDECB5C32A09EE,HAULER FLEET,运输舰舰队,,运输舰队,原版已有,✅ 已生效（原版支持）
（根命名空间）,559E7F254DD8AA433E7DB8B4ED263786,Toggle Weapons,切换武器,,切换武器,原版已有,✅ 已生效（原版支持）
（根命名空间）,55F4FFA44903040A47B56A822B32E5C2,VETERAN ICE SALVAGE,老练冰矿回收工,,老手 冰矿打捞物,原版已有,✅ 已生效（原版支持）
（根命名空间）,564138F24FCCF0BF4C59A49E642F70E9,A small container for storing refined materials.,,用于储存精炼材料的小型容器。,一种用于储存精炼材料的小型容器。,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,5687EE3141E097F61BAE37A546ADF11B,An issue occurred during the feedback submission,,反馈提交时发生错误,提交反馈时发生了一个问题,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
